seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_96398	15923	No terminal repeats	20	11	0.9176	NA	0	0.0000	NA	NA
contig_60585	11702	No terminal repeats	17	11	0.9176	NA	0	0.0000	NA	NA
contig_4183	8437	No terminal repeats	3	11	0.9175	NA	0	0.0000	NA	NA
contig_136364	3378	No terminal repeats	3	11	0.9174	NA	0	0.0000	NA	NA
contig_68438	4474	No terminal repeats	7	11	0.9174	NA	0	0.0000	NA	NA
contig_122872	20234	No terminal repeats	20	11	0.9173	NA	0	0.0000	NA	NA
contig_125583	20905	No terminal repeats	25	11	0.9173	NA	0	0.0000	NA	NA
contig_98922	5028	No terminal repeats	4	11	0.9171	NA	0	0.0000	NA	NA
contig_123902	36255	No terminal repeats	35	11	0.9171	NA	0	0.0000	NA	NA
contig_104392	6149	No terminal repeats	10	11	0.9170	NA	0	0.0000	NA	NA
contig_99752	4451	No terminal repeats	5	11	0.9170	NA	0	0.0000	NA	NA
contig_118091	17613	No terminal repeats	22	11	0.9168	NA	0	0.0000	NA	NA
contig_65244	7765	No terminal repeats	15	11	0.9168	NA	0	0.0000	NA	NA
contig_66667	15610	No terminal repeats	16	11	0.9168	NA	0	0.0000	NA	NA
contig_105594	4334	No terminal repeats	6	11	0.9167	NA	0	0.0000	NA	NA
contig_59742	4259	No terminal repeats	5	11	0.9167	NA	0	0.0000	NA	NA
contig_105137	9121	No terminal repeats	9	11	0.9166	NA	0	0.0000	NA	NA
contig_109023	29700	No terminal repeats	25	11	0.9166	NA	0	0.0000	NA	NA
contig_91551	5425	No terminal repeats	8	11	0.9165	NA	0	0.0000	NA	NA
contig_123903	23398	No terminal repeats	23	11	0.9164	NA	0	0.0000	NA	NA
contig_116486	18559	No terminal repeats	24	11	0.9164	NA	0	1.0620	NA	NA
contig_51915	5045	No terminal repeats	4	11	0.9164	NA	0	0.0000	NA	NA
contig_123754	14573	No terminal repeats	19	11	0.9164	NA	0	2.4870	NA	NF033135
contig_135863	6320	No terminal repeats	10	11	0.9163	NA	0	0.0000	NA	NA
contig_120077	11758	No terminal repeats	22	11	0.9163	NA	0	0.0000	NA	NA
contig_56341	6729	No terminal repeats	7	11	0.9163	NA	0	0.0000	NA	NA
contig_78479	18720	No terminal repeats	26	11	0.9163	NA	0	3.6582	NA	NA
contig_62412	4326	No terminal repeats	7	11	0.9163	NA	0	0.0000	NA	NA
contig_111374	17457	No terminal repeats	17	11	0.9162	NA	0	0.0000	NA	NA
contig_106520	4310	No terminal repeats	6	11	0.9162	NA	0	0.0000	NA	NA
contig_118705	11179	No terminal repeats	17	11	0.9162	NA	0	0.0000	NA	NA
contig_122415	2660	No terminal repeats	6	11	0.9161	NA	0	0.0000	NA	NA
contig_126030	2687	No terminal repeats	4	11	0.9160	NA	0	0.0000	NA	NA
contig_96352	6932	No terminal repeats	12	11	0.9160	NA	0	0.0000	NA	NA
contig_76033	21648	No terminal repeats	21	11	0.9160	NA	0	0.0000	NA	NA
contig_70245	6008	No terminal repeats	10	11	0.9159	NA	0	0.0000	NA	NA
contig_73650	8131	No terminal repeats	8	11	0.9159	NA	0	0.0000	NA	NA
contig_111182	5499	No terminal repeats	9	11	0.9159	NA	0	0.0000	NA	NA
contig_65602	5648	No terminal repeats	7	11	0.9159	NA	0	0.0000	NA	NA
contig_54423	6295	No terminal repeats	10	11	0.9157	NA	0	0.0000	NA	NA
contig_69442	5114	No terminal repeats	5	11	0.9157	NA	0	0.0000	NA	NA
contig_101114	8302	No terminal repeats	7	11	0.9157	NA	0	0.0000	NA	NA
contig_98831	7730	No terminal repeats	7	11	0.9157	NA	0	0.0000	NA	NA
contig_113832	10118	No terminal repeats	14	11	0.9157	NA	0	0.0000	NA	NA
contig_90054	8477	No terminal repeats	6	11	0.9157	NA	0	0.2325	NA	NA
contig_91545	6640	No terminal repeats	11	11	0.9156	NA	0	0.0000	NA	NA
contig_53816	46264	No terminal repeats	53	11	0.9156	NA	0	0.0000	NA	NA
contig_97898	5798	No terminal repeats	6	11	0.9155	NA	0	0.0000	NA	NA
contig_51398	3586	No terminal repeats	8	11	0.9155	NA	0	0.0000	NA	NA
contig_59190	43138	No terminal repeats	49	11	0.9153	NA	0	0.0000	NA	NA
contig_107969	12499	No terminal repeats	22	11	0.9152	NA	0	0.0000	NA	NA
contig_75335	7852	No terminal repeats	8	11	0.9151	NA	0	0.0000	NA	NA
contig_118802	7052	No terminal repeats	10	11	0.9151	NA	0	0.0000	NA	NA
contig_127872	17035	No terminal repeats	18	11	0.9151	NA	0	0.0000	NA	NA
contig_74783	4313	No terminal repeats	6	11	0.9150	NA	0	0.0000	NA	NA
contig_135826	7263	No terminal repeats	6	11	0.9149	NA	0	0.0000	NA	NA
contig_101965	7899	No terminal repeats	7	11	0.9148	NA	0	0.0000	NA	NA
contig_135241	3628	No terminal repeats	5	11	0.9148	NA	0	0.0000	NA	NA
contig_99352	17700	No terminal repeats	22	11	0.9148	NA	0	0.0000	NA	NA
contig_72605	7422	No terminal repeats	10	11	0.9147	NA	0	0.0000	NA	NA
contig_127964	25972	No terminal repeats	26	11	0.9147	NA	0	0.0000	NA	NA
contig_75522	4485	No terminal repeats	7	11	0.9145	NA	0	0.0000	NA	NA
contig_57733	5440	No terminal repeats	4	11	0.9145	NA	0	0.0000	NA	NA
contig_74200	5089	No terminal repeats	3	11	0.9145	NA	0	0.0000	NA	NA
contig_83405	6315	No terminal repeats	9	11	0.9144	NA	0	0.0000	NA	NA
contig_88141	4869	No terminal repeats	7	11	0.9144	NA	0	0.0000	NA	NA
contig_136766	14027	No terminal repeats	8	11	0.9144	NA	0	0.0000	NA	NA
contig_88252	6318	No terminal repeats	10	11	0.9143	NA	0	0.0000	NA	NA
contig_59444	7613	No terminal repeats	6	11	0.9143	NA	0	0.0000	NA	NA
contig_87831	4921	No terminal repeats	5	11	0.9143	NA	0	0.0000	NA	NA
contig_80501	9743	No terminal repeats	8	11	0.9142	NA	0	0.0000	NA	NA
contig_94190	10416	No terminal repeats	15	11	0.9141	NA	0	0.0000	NA	NA
contig_98261	13398	No terminal repeats	13	11	0.9141	NA	0	0.0000	NA	NA
contig_107378	21405	No terminal repeats	21	11	0.9141	NA	0	0.0000	NA	NA
contig_60184	5231	No terminal repeats	4	11	0.9140	NA	0	0.0000	NA	NA
contig_71335	9877	No terminal repeats	14	11	0.9140	NA	0	0.0000	NA	NA
contig_132788	13700	No terminal repeats	18	11	0.9140	NA	0	0.0000	NA	NA
contig_58612	13252	No terminal repeats	17	11	0.9138	NA	0	0.0000	NA	NA
contig_54887	4467	No terminal repeats	5	11	0.9138	NA	0	0.0000	NA	NA
contig_84915	11371	No terminal repeats	20	11	0.9138	NA	0	0.0000	NA	NA
contig_113782	9674	No terminal repeats	20	11	0.9137	NA	0	0.0000	NA	NA
contig_136797	19100	No terminal repeats	29	11	0.9136	NA	0	0.0000	NA	NA
contig_127708	4439	No terminal repeats	5	11	0.9136	NA	0	0.0000	NA	NA
contig_123363	24730	No terminal repeats	19	11	0.9136	NA	0	0.0000	NA	NA
contig_124076	5737	No terminal repeats	7	11	0.9135	NA	0	0.0000	NA	NA
contig_79580	7468	No terminal repeats	10	11	0.9135	NA	0	0.0000	NA	NA
contig_121283	14213	No terminal repeats	21	11	0.9135	NA	0	4.8764	NA	NA
contig_104033	18494	No terminal repeats	13	11	0.9134	NA	0	0.0000	NA	NA
contig_121465	12523	No terminal repeats	9	11	0.9133	NA	0	0.0000	NA	NA
contig_100019	11799	No terminal repeats	17	11	0.9133	NA	0	0.0000	NA	NA
contig_111226	3172	No terminal repeats	7	11	0.9133	NA	0	0.0000	NA	NA
contig_102331	6309	No terminal repeats	10	11	0.9133	NA	0	0.0000	NA	NA
contig_85662	22563	No terminal repeats	18	11	0.9133	NA	0	0.0000	NA	NA
contig_120340	6969	No terminal repeats	8	11	0.9132	NA	0	0.0000	NA	NA
contig_87347	24002	No terminal repeats	25	11	0.9132	NA	0	2.1356	NA	NA
contig_126736	6537	No terminal repeats	8	11	0.9132	NA	0	0.0000	NA	NA
contig_73293	3562	No terminal repeats	5	11	0.9131	NA	0	0.3476	NA	NA
contig_136800	8966	No terminal repeats	8	11	0.9130	NA	0	0.0000	NA	NA
contig_124863	5794	No terminal repeats	10	11	0.9130	NA	0	0.0000	NA	NA
contig_130449	10324	No terminal repeats	4	11	0.9130	NA	0	0.0000	NA	NA
contig_135961	17011	No terminal repeats	24	11	0.9129	NA	0	0.0000	NA	NA
contig_121273	20975	No terminal repeats	27	11	0.9128	NA	0	0.0000	NA	NA
contig_123278	17308	No terminal repeats	15	11	0.9128	NA	0	0.0000	NA	NA
contig_79719	13940	No terminal repeats	13	11	0.9126	NA	0	0.0000	NA	NA
contig_87218	13676	No terminal repeats	14	11	0.9124	NA	0	0.0000	NA	NA
contig_84060	6510	No terminal repeats	10	11	0.9124	NA	0	0.0000	NA	NA
contig_85376	8064	No terminal repeats	19	11	0.9124	NA	0	0.0000	NA	NA
contig_127748	12845	No terminal repeats	20	11	0.9124	NA	0	0.0000	NA	NA
contig_70779	26211	No terminal repeats	34	11	0.9123	NA	0	0.0000	NA	NA
contig_57296	11786	No terminal repeats	17	11	0.9123	NA	0	0.0000	NA	NA
contig_106998	4291	No terminal repeats	9	11	0.9123	NA	0	0.0000	NA	NA
contig_98270	20489	No terminal repeats	25	11	0.9122	NA	0	0.0000	NA	NA
contig_106910	12268	No terminal repeats	17	11	0.9122	NA	0	0.0000	NA	NA
contig_100839	7983	No terminal repeats	15	11	0.9122	NA	0	0.0000	NA	NA
contig_132556	12021	No terminal repeats	12	11	0.9122	NA	0	1.1352	NA	NA
contig_110840	7673	No terminal repeats	4	11	0.9120	NA	0	0.0000	NA	NA
contig_96482	3827	No terminal repeats	6	11	0.9120	NA	0	0.0000	NA	NA
contig_124503	4389	No terminal repeats	5	11	0.9120	NA	0	0.0000	NA	NA
contig_94763	3729	No terminal repeats	4	11	0.9119	NA	0	0.0000	NA	NA
contig_127701	7285	No terminal repeats	9	11	0.9119	NA	0	0.0000	NA	NA
contig_107959	5032	No terminal repeats	10	11	0.9119	NA	0	0.0000	NA	NA
contig_61812	3350	No terminal repeats	4	11	0.9118	NA	0	0.0000	NA	NA
contig_123919	2958	No terminal repeats	5	11	0.9118	NA	0	0.0000	NA	NA
contig_101358	3200	No terminal repeats	7	11	0.9117	NA	0	0.0000	NA	NA
contig_86291	29279	No terminal repeats	25	11	0.9116	NA	0	0.0000	NA	NA
contig_94167	4769	No terminal repeats	5	11	0.9116	NA	0	0.0000	NA	NA
contig_108603	12341	No terminal repeats	9	11	0.9116	NA	0	0.0000	NA	NA
contig_79627	6099	No terminal repeats	10	11	0.9116	NA	0	0.0000	NA	NA
contig_117263	10457	No terminal repeats	12	11	0.9116	NA	0	0.0000	NA	NA
contig_117667	6812	No terminal repeats	11	11	0.9115	NA	0	0.0000	NA	NA
contig_117274	13475	No terminal repeats	16	11	0.9115	NA	0	0.0000	NA	NA
contig_92315	7888	No terminal repeats	11	11	0.9115	NA	0	0.0000	NA	NA
contig_113183	7245	No terminal repeats	8	11	0.9114	NA	0	0.0000	NA	NA
contig_123156	11048	No terminal repeats	11	11	0.9111	NA	0	0.0000	NA	NA
contig_103282	7032	No terminal repeats	5	11	0.9111	NA	0	0.0000	NA	NA
contig_118039	31033	No terminal repeats	25	11	0.9110	NA	0	0.0000	NA	NA
contig_94179	10474	No terminal repeats	18	11	0.9108	NA	0	0.0000	NA	NA
contig_88755	13104	No terminal repeats	13	11	0.9108	NA	0	0.0000	NA	NA
contig_66685	5725	No terminal repeats	13	11	0.9107	NA	0	0.0000	NA	NA
contig_85193	8115	No terminal repeats	5	11	0.9107	NA	0	0.0000	NA	NA
contig_61926	30619	No terminal repeats	44	11	0.9107	NA	0	5.0440	NA	NF000005;NF033105;NF033105
contig_90907	3956	No terminal repeats	5	11	0.9107	NA	0	0.0000	NA	NA
contig_118401	13645	No terminal repeats	21	11	0.9106	NA	0	4.5519	NA	NA
contig_96809	3967	No terminal repeats	4	11	0.9106	NA	0	0.0000	NA	NA
contig_78749	7365	No terminal repeats	3	11	0.9106	NA	0	0.0000	NA	NA
contig_74409	4583	No terminal repeats	3	11	0.9105	NA	0	0.0000	NA	NA
contig_63214	4743	No terminal repeats	5	11	0.9104	NA	0	0.0000	NA	NA
contig_127367	9327	No terminal repeats	13	11	0.9104	NA	0	0.0000	NA	NA
contig_127351	7145	No terminal repeats	13	11	0.9103	NA	0	0.0000	NA	NA
contig_80371	7436	No terminal repeats	6	11	0.9102	NA	0	0.0000	NA	NA
contig_22011	6411	No terminal repeats	5	11	0.9102	NA	0	0.0000	NA	NA
contig_96431	8202	No terminal repeats	10	11	0.9102	NA	0	0.0000	NA	NA
contig_117616	10037	No terminal repeats	16	11	0.9102	NA	0	0.0000	NA	NA
contig_86029	17250	No terminal repeats	9	11	0.9101	NA	0	0.0000	NA	NA
contig_125973	13567	No terminal repeats	9	11	0.9101	NA	0	0.0000	NA	NA
contig_71950	9757	No terminal repeats	15	11	0.9101	NA	0	0.0000	NA	NA
contig_56536	15013	No terminal repeats	18	11	0.9100	NA	0	0.2212	NA	NA
contig_111325	17683	No terminal repeats	17	11	0.9100	NA	0	0.0000	NA	NA
contig_117247	3671	No terminal repeats	7	11	0.9100	NA	0	0.0000	NA	NA
contig_121385	2518	No terminal repeats	6	11	0.9100	NA	0	0.0000	NA	NA
contig_80669	17585	No terminal repeats	18	11	0.9099	NA	0	0.0000	NA	NA
contig_122764	17043	No terminal repeats	7	11	0.9099	NA	0	0.0000	NA	NA
contig_75086	2672	No terminal repeats	4	11	0.9099	NA	0	0.0000	NA	NA
contig_57682	11221	No terminal repeats	19	11	0.9098	NA	0	0.0000	NA	NA
contig_111996	57682	No terminal repeats	73	11	0.9098	NA	0	1.2262	NA	NA
contig_110722	28456	No terminal repeats	41	11	0.9097	NA	0	0.0000	NA	NA
contig_102078	10633	No terminal repeats	8	11	0.9097	NA	0	0.0000	NA	NA
contig_136557	4229	No terminal repeats	8	11	0.9097	NA	0	0.0000	NA	NA
contig_96639	9072	No terminal repeats	5	11	0.9097	NA	0	0.0000	NA	NA
contig_133181	2878	No terminal repeats	4	15	0.9096	NA	0	0.0000	NA	NA
contig_125795	25386	No terminal repeats	30	11	0.9094	NA	0	0.0000	NA	NA
contig_124815	22195	No terminal repeats	17	11	0.9093	NA	0	0.0000	NA	NA
contig_135873	3087	No terminal repeats	5	11	0.9092	NA	0	0.0000	NA	NA
contig_133369	6730	No terminal repeats	3	11	0.9091	NA	0	0.0000	NA	NA
contig_111676	12563	No terminal repeats	12	11	0.9091	NA	0	0.0000	NA	NA
contig_127657	19719	No terminal repeats	14	11	0.9091	NA	0	0.0000	NA	NA
contig_99317	6642	No terminal repeats	10	11	0.9091	NA	0	0.0000	NA	NA
contig_63464	4809	No terminal repeats	6	11	0.9091	NA	0	0.0000	NA	NA
contig_72880	23705	No terminal repeats	31	11	0.9090	NA	0	0.0000	NA	NA
contig_91678	7969	No terminal repeats	4	11	0.9090	NA	0	0.0000	NA	NA
contig_103294	5067	No terminal repeats	8	11	0.9089	NA	0	0.0000	NA	NA
contig_100726	30432	No terminal repeats	35	11	0.9089	NA	0	0.0000	NA	NA
contig_104350	11030	No terminal repeats	6	11	0.9088	NA	0	0.0000	NA	NA
contig_116967	5847	No terminal repeats	7	11	0.9088	NA	0	0.0000	NA	NA
contig_14696	4462	No terminal repeats	5	11	0.9087	NA	0	0.0000	NA	NA
contig_94737	14529	No terminal repeats	14	11	0.9086	NA	0	0.0000	NA	NA
contig_96382	25204	No terminal repeats	37	11	0.9084	NA	0	0.0000	NA	NA
contig_77041	4615	No terminal repeats	11	11	0.9084	NA	0	0.0000	NA	NA
contig_99528	11616	No terminal repeats	17	11	0.9083	NA	0	0.0000	NA	NA
contig_126611	5487	No terminal repeats	7	11	0.9082	NA	0	0.0000	NA	NA
contig_119394	12571	No terminal repeats	6	11	0.9082	NA	0	0.0000	NA	NA
contig_125692	10065	No terminal repeats	10	11	0.9081	NA	0	0.0000	NA	NA
contig_124804	7973	No terminal repeats	13	11	0.9081	NA	0	0.0000	NA	NA
contig_117755	7845	No terminal repeats	9	11	0.9081	NA	0	0.0000	NA	NA
contig_63212	13759	No terminal repeats	17	11	0.9079	NA	0	0.0000	NA	NA
contig_63500	13237	No terminal repeats	7	11	0.9078	NA	0	0.0000	NA	NA
contig_120641	11342	No terminal repeats	10	11	0.9077	NA	0	0.0000	NA	NA
contig_116424	4908	No terminal repeats	6	11	0.9077	NA	0	0.0000	NA	NA
contig_121541	22900	No terminal repeats	15	11	0.9077	NA	0	0.0000	NA	NA
contig_65486	8403	No terminal repeats	12	11	0.9077	NA	0	0.0000	NA	NA
contig_110497	3363	No terminal repeats	5	11	0.9077	NA	0	0.0000	NA	NA
contig_87499	11362	No terminal repeats	15	11	0.9077	NA	0	0.0000	NA	NA
contig_86353	17275	No terminal repeats	12	11	0.9077	NA	0	0.0000	NA	NA
contig_125099	18003	No terminal repeats	20	11	0.9076	NA	0	0.0000	NA	NA
contig_134698	5917	No terminal repeats	8	11	0.9076	NA	0	0.0000	NA	NA
contig_121051	8491	No terminal repeats	14	11	0.9074	NA	0	0.0000	NA	NA
contig_125209	3792	No terminal repeats	6	11	0.9072	NA	0	0.0000	NA	NA
contig_94329	7538	No terminal repeats	13	11	0.9072	NA	0	0.0000	NA	NA
contig_34492	3818	No terminal repeats	1	11	0.9072	NA	0	0.0000	NA	NA
contig_97259	11555	No terminal repeats	8	11	0.9071	NA	0	0.0000	NA	NA
contig_63616	5351	No terminal repeats	7	11	0.9071	NA	0	0.0000	NA	NA
contig_73111	18094	No terminal repeats	29	11	0.9071	NA	0	0.0000	NA	NA
contig_104617	20314	No terminal repeats	27	11	0.9070	NA	0	0.0000	NA	NA
contig_89898	11257	No terminal repeats	17	11	0.9070	NA	0	0.0000	NA	NA
contig_102037	15186	No terminal repeats	26	11	0.9069	NA	0	0.0000	NA	NA
contig_123029	6997	No terminal repeats	10	11	0.9069	NA	0	0.0000	NA	NA
contig_126536	26206	No terminal repeats	32	11	0.9069	NA	0	0.6881	NA	NA
contig_20130	4408	No terminal repeats	5	11	0.9068	NA	0	0.0000	NA	NA
contig_48417	4874	No terminal repeats	7	11	0.9068	NA	0	0.0000	NA	NA
contig_101617	4090	No terminal repeats	4	11	0.9067	NA	0	0.0000	NA	NA
contig_57993	6757	No terminal repeats	5	11	0.9067	NA	0	0.0000	NA	NA
contig_128198	22226	No terminal repeats	20	11	0.9066	NA	0	0.0000	NA	NA
contig_117071	6097	No terminal repeats	7	11	0.9065	NA	0	0.0000	NA	NA
contig_114916	5435	No terminal repeats	10	11	0.9063	NA	0	0.0000	NA	NA
contig_127569	4446	No terminal repeats	3	11	0.9063	NA	0	0.0000	NA	NA
contig_77794	25123	No terminal repeats	20	11	0.9063	NA	0	0.0000	NA	NA
contig_78611	22395	No terminal repeats	36	11	0.9062	NA	0	0.0000	NA	NA
contig_71707	17526	No terminal repeats	23	11	0.9062	NA	0	0.0000	NA	NA
contig_102249	5119	No terminal repeats	8	11	0.9062	NA	0	0.0000	NA	NA
contig_114529	4578	No terminal repeats	5	11	0.9062	NA	0	0.0000	NA	NA
contig_90779	8299	No terminal repeats	7	11	0.9061	NA	0	0.0000	NA	NA
contig_18742	3192	No terminal repeats	3	11	0.9061	NA	0	0.0000	NA	NA
contig_89155	18293	No terminal repeats	33	11	0.9060	NA	0	0.0000	NA	NA
contig_79089	26869	No terminal repeats	13	11	0.9060	NA	0	0.0000	NA	NA
contig_76514	5634	No terminal repeats	6	11	0.9059	NA	0	0.0000	NA	NA
contig_125907	18433	No terminal repeats	14	11	0.9059	NA	0	0.0000	NA	NA
contig_60748	8248	No terminal repeats	6	11	0.9058	NA	0	0.0000	NA	NA
contig_92362	4098	No terminal repeats	8	11	0.9058	NA	0	0.0000	NA	NA
contig_95960	10733	No terminal repeats	14	11	0.9057	NA	0	0.0000	NA	NA
contig_64327	13392	No terminal repeats	13	11	0.9057	NA	0	0.0000	NA	NA
contig_75103	10288	No terminal repeats	16	11	0.9056	NA	0	0.0000	NA	NA
contig_124909	27354	No terminal repeats	45	11	0.9055	NA	0	0.0000	NA	NA
contig_62477	9452	No terminal repeats	17	11	0.9055	NA	0	0.0000	NA	NA
contig_70999	5663	No terminal repeats	3	11	0.9054	NA	0	0.0000	NA	NA
contig_78001	59352	No terminal repeats	100	11	0.9054	NA	0	0.9805	NA	NA
contig_81215	8436	No terminal repeats	6	11	0.9053	NA	0	0.0000	NA	NA
contig_87647	5171	No terminal repeats	3	11	0.9053	NA	0	0.0000	NA	NA
contig_99372	6358	No terminal repeats	12	11	0.9052	NA	0	0.0000	NA	NA
contig_85086	5890	No terminal repeats	8	11	0.9052	NA	0	0.0000	NA	NA
contig_126835	4346	No terminal repeats	4	11	0.9051	NA	0	0.0000	NA	NA
contig_122832	23413	No terminal repeats	35	11	0.9050	NA	0	0.0000	NA	NA
contig_104807	4000	No terminal repeats	6	11	0.9050	NA	0	0.0000	NA	NA
contig_96001	11713	No terminal repeats	15	11	0.9050	NA	0	0.0000	NA	NA
contig_112452	19531	No terminal repeats	13	11	0.9049	NA	0	0.0000	NA	NA
contig_117945	3791	No terminal repeats	4	11	0.9049	NA	0	0.0000	NA	NA
contig_52397	4610	No terminal repeats	5	11	0.9048	NA	0	1.3213	NA	NA
contig_107970	9046	No terminal repeats	13	11	0.9048	NA	0	0.0000	NA	NA
contig_100823	4230	No terminal repeats	3	11	0.9047	NA	0	0.0000	NA	NA
contig_97777	7178	No terminal repeats	7	11	0.9047	NA	0	0.0000	NA	NA
contig_81498	4716	No terminal repeats	3	11	0.9047	NA	0	0.0000	NA	NA
contig_95181	3802	No terminal repeats	4	11	0.9046	NA	0	0.0000	NA	NA
contig_123700	6452	No terminal repeats	15	11	0.9046	NA	0	0.0000	NA	NA
contig_85389	7354	No terminal repeats	11	11	0.9046	NA	0	0.0000	NA	NA
contig_80125	10982	No terminal repeats	20	11	0.9046	NA	0	0.4819	NA	NA
contig_123858	18905	No terminal repeats	23	11	0.9046	NA	0	2.0931	NA	NA
contig_70895	11031	No terminal repeats	14	11	0.9046	NA	0	0.4533	NA	NA
contig_124149	8246	No terminal repeats	3	11	0.9045	NA	0	0.0000	NA	NA
contig_125881	8327	No terminal repeats	15	11	0.9045	NA	0	0.0000	NA	NA
contig_119442	17027	No terminal repeats	11	11	0.9045	NA	0	0.0000	NA	NA
contig_98065	3676	No terminal repeats	5	11	0.9045	NA	0	0.0000	NA	NA
contig_94595	8192	No terminal repeats	8	11	0.9044	NA	0	0.0000	NA	NA
contig_79877	24908	No terminal repeats	31	11	0.9044	NA	0	1.3994	NA	NA
contig_15945	8355	No terminal repeats	7	11	0.9044	NA	0	0.0000	NA	NA
contig_89670	3855	No terminal repeats	4	11	0.9043	NA	0	0.0000	NA	NA
contig_124310	8340	No terminal repeats	11	11	0.9042	NA	0	0.0000	NA	NA
contig_113807	4652	No terminal repeats	5	11	0.9042	NA	0	0.0000	NA	NA
contig_93129	7736	No terminal repeats	10	11	0.9041	NA	0	0.0000	NA	NA
contig_132211	4820	No terminal repeats	4	11	0.9040	NA	0	0.0000	NA	NA
contig_8115	5609	No terminal repeats	6	11	0.9039	NA	0	0.0000	NA	NA
contig_89868	11521	No terminal repeats	12	11	0.9039	NA	0	0.0000	NA	NA
contig_124176	24308	No terminal repeats	24	11	0.9039	NA	0	0.0000	NA	NA
contig_92194	16929	No terminal repeats	26	11	0.9038	NA	0	0.0000	NA	NA
contig_98946	7764	No terminal repeats	12	11	0.9038	NA	0	0.0000	NA	NA
contig_120621	11204	No terminal repeats	18	11	0.9038	NA	0	0.0000	NA	NA
contig_84279	12020	No terminal repeats	20	11	0.9038	NA	0	0.0000	NA	NA
contig_96971	11171	No terminal repeats	12	11	0.9038	NA	0	0.0000	NA	NA
contig_71725	8620	No terminal repeats	9	11	0.9038	NA	0	0.0000	NA	NA
contig_68246	7476	No terminal repeats	7	11	0.9037	NA	0	0.0000	NA	NA
contig_79169	4712	No terminal repeats	4	11	0.9034	NA	0	0.0000	NA	NA
contig_77869	15947	No terminal repeats	16	11	0.9034	NA	0	0.0000	NA	NA
contig_91633	3967	No terminal repeats	6	11	0.9034	NA	0	0.0000	NA	NA
contig_119239	37529	No terminal repeats	35	11	0.9034	NA	0	0.0000	NA	NA
contig_33105	5765	No terminal repeats	11	11	0.9034	NA	0	0.0000	NA	NA
contig_123470	11791	No terminal repeats	10	11	0.9033	NA	0	0.0000	NA	NA
contig_129725	12378	No terminal repeats	10	11	0.9033	NA	0	0.0000	NA	NA
contig_117381	19825	No terminal repeats	13	11	0.9032	NA	0	0.0000	NA	NA
contig_119467	28269	No terminal repeats	19	11	0.9031	NA	0	0.0000	NA	NA
contig_136612	5656	No terminal repeats	6	11	0.9031	NA	0	0.0000	NA	NA
contig_119805	6869	No terminal repeats	12	11	0.9031	NA	0	0.0000	NA	NA
contig_135065	3605	No terminal repeats	4	11	0.9031	NA	0	0.0000	NA	NA
contig_46844	5955	No terminal repeats	4	4	0.9031	NA	0	0.0000	NA	NA
contig_116883	7646	No terminal repeats	5	11	0.9031	NA	0	0.0000	NA	NA
contig_69395	11286	No terminal repeats	24	11	0.9030	NA	0	0.0000	NA	NA
contig_122011	21082	No terminal repeats	32	11	0.9030	NA	0	0.0000	NA	NA
contig_91583	6794	No terminal repeats	7	11	0.9029	NA	0	0.0000	NA	NA
contig_125360	5041	No terminal repeats	6	11	0.9027	NA	0	0.0000	NA	NA
contig_119540	8391	No terminal repeats	15	11	0.9026	NA	0	0.0000	NA	NA
contig_73146	5053	No terminal repeats	5	11	0.9026	NA	0	0.0000	NA	NA
contig_135628	35782	No terminal repeats	29	11	0.9026	NA	0	0.0000	NA	NA
contig_95064	5251	No terminal repeats	5	11	0.9025	NA	0	0.0000	NA	NA
contig_98548	7105	No terminal repeats	7	11	0.9025	NA	0	0.0000	NA	NA
contig_105885	5818	No terminal repeats	11	11	0.9025	NA	0	0.0000	NA	NA
contig_135677	6363	No terminal repeats	10	11	0.9025	NA	0	0.0000	NA	NA
contig_91854	3094	No terminal repeats	7	11	0.9024	NA	0	0.0000	NA	NA
contig_86961	9116	No terminal repeats	17	11	0.9024	NA	0	0.0000	NA	NA
contig_121659	8343	No terminal repeats	7	11	0.9023	NA	0	0.0000	NA	NA
contig_84899	2599	No terminal repeats	5	11	0.9023	NA	0	0.0000	NA	NA
