seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
contig_61364	51298	No terminal repeats	NA	85	11	0.9832	NA	6	110.5169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57791	19979	No terminal repeats	NA	27	11	0.9832	NA	0	34.3641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_126088	11151	No terminal repeats	NA	23	11	0.9832	NA	2	30.6063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117355	30085	No terminal repeats	NA	48	11	0.9832	NA	8	58.9134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91050	3034	No terminal repeats	NA	5	11	0.9832	NA	5	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_86323	18350	No terminal repeats	NA	32	11	0.9832	NA	1	41.2553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_84865	11908	No terminal repeats	NA	23	11	0.9832	NA	1	27.3729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66329	14414	No terminal repeats	NA	26	11	0.9832	NA	0	37.2138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123650	5353	No terminal repeats	NA	17	11	0.9832	NA	2	21.7163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135889	40236	No terminal repeats	NA	56	11	0.9832	NA	20	83.9411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120100	9736	No terminal repeats	NA	12	11	0.9832	NA	1	17.1608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91989	10110	No terminal repeats	NA	18	11	0.9832	NA	0	26.7640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87141	7053	No terminal repeats	NA	4	11	0.9832	NA	0	6.8641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_61005	19564	No terminal repeats	NA	30	11	0.9832	NA	4	37.3305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81121	17114	No terminal repeats	NA	24	11	0.9832	NA	0	32.3902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57270	5791	No terminal repeats	NA	15	11	0.9832	NA	0	20.6194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108700	40299	No terminal repeats	NA	48	11	0.9832	NA	3	70.8163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119840	37014	No terminal repeats	NA	36	11	0.9832	NA	3	51.7023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
contig_82063	10749	No terminal repeats	NA	19	11	0.9832	NA	5	27.1909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66709	7293	No terminal repeats	NA	11	11	0.9832	NA	0	15.3955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53579	7387	No terminal repeats	NA	14	11	0.9832	NA	2	20.2080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134366	5057	No terminal repeats	NA	8	11	0.9832	NA	3	11.3903	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_96173	20569	No terminal repeats	NA	37	11	0.9832	NA	4	50.4315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74992	11214	No terminal repeats	NA	23	11	0.9832	NA	3	31.3152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133883	26937	No terminal repeats	NA	29	11	0.9832	NA	3	48.1943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_113506	28537	No terminal repeats	NA	52	11	0.9832	NA	4	61.7271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_71394	34563	No terminal repeats	NA	33	11	0.9832	NA	2	50.3002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_96216	54250	No terminal repeats	NA	71	11	0.9832	NA	9	108.2869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53796	9641	No terminal repeats	NA	14	11	0.9832	NA	1	23.9645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83666	9599	No terminal repeats	NA	24	11	0.9832	NA	5	33.7534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134653	8105	No terminal repeats	NA	13	11	0.9832	NA	2	17.5962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_126817	11901	No terminal repeats	NA	26	11	0.9832	NA	0	31.9835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_62378	9863	No terminal repeats	NA	12	11	0.9832	NA	0	20.5475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67739	11192	No terminal repeats	NA	26	11	0.9832	NA	4	33.5687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72805	32381	No terminal repeats	NA	53	11	0.9832	NA	5	66.6276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_136938	9112	No terminal repeats	NA	18	11	0.9832	NA	2	27.1130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123539	19326	No terminal repeats	NA	43	11	0.9832	NA	6	56.2576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_100885	5409	No terminal repeats	NA	13	11	0.9832	NA	3	17.1579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_131969	24191	No terminal repeats	NA	32	11	0.9832	NA	4	45.4840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85390	18188	No terminal repeats	NA	35	11	0.9832	NA	3	39.9640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_64037	5287	No terminal repeats	NA	10	11	0.9832	NA	1	16.7214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85502	6035	No terminal repeats	NA	12	11	0.9832	NA	3	15.4624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
contig_95505	18804	No terminal repeats	NA	6	11	0.9832	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_117722	19015	No terminal repeats	NA	34	11	0.9832	NA	1	41.4832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_111626	19162	No terminal repeats	NA	31	11	0.9832	NA	3	38.8605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60884	3946	No terminal repeats	NA	8	11	0.9832	NA	0	11.9543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87811	11283	No terminal repeats	NA	26	11	0.9832	NA	9	39.7718	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122401	11345	No terminal repeats	NA	20	11	0.9832	NA	7	30.7980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_88193	10296	No terminal repeats	NA	20	11	0.9832	NA	2	24.8965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_131800	13209	No terminal repeats	NA	7	11	0.9832	NA	0	9.8786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134970	8279	No terminal repeats	NA	8	11	0.9832	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_55168	24900	No terminal repeats	NA	52	11	0.9832	NA	3	72.4867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78807	49887	No terminal repeats	NA	61	11	0.9832	NA	7	96.0433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135362	27753	No terminal repeats	NA	62	11	0.9832	NA	7	68.9923	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_96696	20131	No terminal repeats	NA	45	11	0.9832	NA	0	57.1418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133954	149069	No terminal repeats	NA	215	11	0.9832	NA	36	306.0494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_109736	19912	No terminal repeats	NA	26	11	0.9832	NA	1	38.3675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66330	14928	No terminal repeats	NA	23	11	0.9832	NA	1	38.0615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85566	34605	No terminal repeats	NA	50	11	0.9832	NA	7	70.3923	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78363	14477	No terminal repeats	NA	31	11	0.9831	NA	3	38.8234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_99894	16465	No terminal repeats	NA	20	11	0.9831	NA	1	28.3128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67068	10525	No terminal repeats	NA	23	11	0.9831	NA	4	32.9634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_71487	21276	No terminal repeats	NA	29	11	0.9831	NA	1	33.9057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81084	7316	No terminal repeats	NA	16	11	0.9831	NA	6	21.7357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135066	16799	No terminal repeats	NA	34	11	0.9831	NA	0	54.6430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81331	6571	No terminal repeats	NA	14	11	0.9831	NA	0	23.2428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_100227	4974	No terminal repeats	NA	7	11	0.9831	NA	1	12.0258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66358	10359	No terminal repeats	NA	25	11	0.9831	NA	0	35.0502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132681	11867	No terminal repeats	NA	19	11	0.9831	NA	3	29.7266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87207	5297	No terminal repeats	NA	9	11	0.9831	NA	1	11.7531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60056	13640	No terminal repeats	NA	25	11	0.9831	NA	3	31.4425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66955	6225	No terminal repeats	NA	15	11	0.9831	NA	0	19.7889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122179	4120	No terminal repeats	NA	8	11	0.9831	NA	1	11.7979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68951	9352	No terminal repeats	NA	17	11	0.9831	NA	2	23.7731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_118125	8847	No terminal repeats	NA	17	11	0.9831	NA	3	23.4300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74798	5134	No terminal repeats	NA	14	11	0.9831	NA	0	16.4107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
contig_99105	20212	No terminal repeats	NA	34	11	0.9831	NA	1	42.7331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_88889	57685	No terminal repeats	NA	95	11	0.9831	NA	10	128.3866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_136208	23961	No terminal repeats	NA	20	11	0.9831	NA	1	28.9244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_61542	26038	No terminal repeats	NA	60	11	0.9831	NA	17	77.2891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_118853	59180	No terminal repeats	NA	86	11	0.9831	NA	7	119.5335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_115779	5872	No terminal repeats	NA	12	11	0.9831	NA	0	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83843	11501	No terminal repeats	NA	20	11	0.9831	NA	2	27.1044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135617	27651	No terminal repeats	NA	32	11	0.9831	NA	4	47.0040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133324	6205	No terminal repeats	NA	7	11	0.9831	NA	0	10.8359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73876	5036	No terminal repeats	NA	9	11	0.9831	NA	0	12.0245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59008	19221	No terminal repeats	NA	30	11	0.9831	NA	1	37.4809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_64843	16513	No terminal repeats	NA	32	11	0.9831	NA	3	46.6430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_77612|provirus_3_11697	11695	Provirus	3-11697	15	11	0.9831	NA	3	20.2326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_88501	24291	No terminal repeats	NA	36	11	0.9831	NA	6	49.4325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_82870	10207	No terminal repeats	NA	12	11	0.9831	NA	4	20.3382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_110484	23418	No terminal repeats	NA	38	11	0.9831	NA	4	49.4743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_96333	5511	No terminal repeats	NA	18	11	0.9831	NA	0	23.8136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_63751	25366	No terminal repeats	NA	29	11	0.9831	NA	5	41.2388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_107985	9657	No terminal repeats	NA	25	11	0.9831	NA	0	34.2375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132517	10241	No terminal repeats	NA	18	11	0.9831	NA	2	28.3717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66326	8181	No terminal repeats	NA	15	11	0.9831	NA	0	16.6092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117531	7561	No terminal repeats	NA	16	11	0.9831	NA	0	17.9209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108322	15132	No terminal repeats	NA	26	11	0.9831	NA	3	37.3461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_99836	7325	No terminal repeats	NA	19	11	0.9831	NA	0	27.4602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101127	11040	No terminal repeats	NA	19	11	0.9831	NA	3	27.1425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125636	12200	No terminal repeats	NA	26	11	0.9831	NA	5	34.1507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60058	13590	No terminal repeats	NA	27	11	0.9831	NA	4	32.5283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53275	10220	No terminal repeats	NA	14	11	0.9831	NA	2	21.6156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_126331	14340	No terminal repeats	NA	22	11	0.9831	NA	1	30.1663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_112333	14279	No terminal repeats	NA	24	11	0.9831	NA	1	29.8288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_100900	11573	No terminal repeats	NA	25	11	0.9831	NA	1	31.8107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108346	26464	No terminal repeats	NA	49	11	0.9831	NA	2	65.1368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_88191	40789	No terminal repeats	NA	55	11	0.9831	NA	4	82.1410	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
contig_83592	5893	No terminal repeats	NA	9	11	0.9831	NA	3	12.0159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66461	37746	No terminal repeats	NA	63	11	0.9831	NA	10	85.6370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_84791	4701	No terminal repeats	NA	9	11	0.9831	NA	0	13.0304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_88194	9190	No terminal repeats	NA	17	11	0.9831	NA	0	23.5049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66033	18069	No terminal repeats	NA	30	11	0.9831	NA	1	39.0927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_126655	8284	No terminal repeats	NA	14	11	0.9831	NA	2	18.4143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_115573	20298	No terminal repeats	NA	42	11	0.9831	NA	5	51.8269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_107054	6975	No terminal repeats	NA	11	11	0.9831	NA	2	16.2150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_115509	6816	No terminal repeats	NA	11	11	0.9831	NA	4	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_104417	3249	No terminal repeats	NA	8	11	0.9831	NA	0	13.3362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_84982	9451	No terminal repeats	NA	13	11	0.9831	NA	0	22.0777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92343	8327	No terminal repeats	NA	15	11	0.9831	NA	0	17.1710	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68691	13713	No terminal repeats	NA	19	11	0.9831	NA	1	23.1893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_97871	7447	No terminal repeats	NA	15	11	0.9831	NA	3	25.3592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72013	43448	No terminal repeats	NA	69	11	0.9831	NA	5	85.9857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73427	38421	No terminal repeats	NA	38	11	0.9831	NA	2	58.7622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_57648	4365	No terminal repeats	NA	8	11	0.9831	NA	0	11.1992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83584	35316	No terminal repeats	NA	53	11	0.9831	NA	5	65.8983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_82057	17884	No terminal repeats	NA	26	11	0.9831	NA	5	40.4552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_94543	11530	No terminal repeats	NA	25	11	0.9831	NA	10	35.8293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_124448	11666	No terminal repeats	NA	17	11	0.9831	NA	0	28.3782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60088	3304	No terminal repeats	NA	8	11	0.9831	NA	1	10.2748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_111189	6495	No terminal repeats	NA	11	11	0.9831	NA	0	13.7453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108935	12910	No terminal repeats	NA	25	11	0.9831	NA	1	32.2676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91779	2914	No terminal repeats	NA	5	11	0.9831	NA	1	8.3912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108839	17080	No terminal repeats	NA	36	11	0.9831	NA	0	43.3909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59707	5159	No terminal repeats	NA	9	11	0.9831	NA	0	13.4075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_65481	19075	No terminal repeats	NA	38	11	0.9831	NA	2	47.7491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_74970	19049	No terminal repeats	NA	25	11	0.9831	NA	0	31.5959	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_99758	11113	No terminal repeats	NA	21	11	0.9831	NA	1	28.0258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83914	7834	No terminal repeats	NA	11	11	0.9831	NA	3	17.7687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78515	41821	No terminal repeats	NA	66	11	0.9831	NA	7	95.8328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57788	6215	No terminal repeats	NA	6	11	0.9831	NA	0	8.5859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_80027	5449	No terminal repeats	NA	9	11	0.9831	NA	4	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_96381	7979	No terminal repeats	NA	12	11	0.9831	NA	0	13.7430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_104098	7776	No terminal repeats	NA	19	11	0.9831	NA	1	24.3825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92990	27213	No terminal repeats	NA	60	11	0.9830	NA	4	84.3348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_61902	36331	No terminal repeats	NA	52	11	0.9830	NA	6	76.5606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_47004	18955	No terminal repeats	NA	38	11	0.9830	NA	0	51.0656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_94643	27472	No terminal repeats	NA	45	11	0.9830	NA	4	70.5030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78516	6362	No terminal repeats	NA	10	11	0.9830	NA	1	13.6760	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59467	21744	No terminal repeats	NA	30	11	0.9830	NA	2	42.9570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_134148	12997	No terminal repeats	NA	20	11	0.9830	NA	1	24.9079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123637	9796	No terminal repeats	NA	21	11	0.9830	NA	4	26.9035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_115302	19385	No terminal repeats	NA	33	11	0.9830	NA	1	43.2341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_123846	7529	No terminal repeats	NA	16	11	0.9830	NA	3	20.6051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59969	20969	No terminal repeats	NA	30	11	0.9830	NA	1	34.0540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83390	12768	No terminal repeats	NA	15	11	0.9830	NA	2	22.2165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_78871	2808	No terminal repeats	NA	5	11	0.9830	NA	0	8.5774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_118872	37455	No terminal repeats	NA	62	11	0.9830	NA	5	85.7775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132842	42092	No terminal repeats	NA	60	11	0.9830	NA	11	84.8535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
contig_105208	8085	No terminal repeats	NA	15	11	0.9830	NA	0	16.8075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
