contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
contig_105038	3683	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105039	3570	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105057	14708	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105058	13805	33	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105059	9925	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105094	5478	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105120	16457	26	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105121	4116	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105122	8128	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105123	8403	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105124	3559	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105127	13358	23	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105132	9591	23	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105142	12323	21	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105151	11691	20	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105154	5277	10	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105193	3521	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105207	23817	36	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105208	8085	15	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105239	3786	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105273	3496	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105274	4182	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105290	10825	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105302	17364	38	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105314	4045	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105315	3712	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105320	7919	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105333	15142	19	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105338	18976	26	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105372	3537	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105378	17341	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105391	10766	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105395	17339	20	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_10540	2777	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105410	5134	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105438	7450	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105495	3457	1	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105527	2758	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105539	7039	19	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105591	2669	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105618	31838	65	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105685	4014	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105697	2519	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105704	3836	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105731	2531	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105756	8104	23	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105757	3168	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105760	11715	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105769	5595	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105778	4224	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105780	3366	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105788	35427	79	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105815	46758	87	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105874	10976	18	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105904	7427	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105921	10973	22	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105949	6618	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105970	16236	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105975	4522	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_105995	5446	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106013	6747	20	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106022	8406	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106058	16266	35	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106080	3115	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106116	12975	25	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106135	6663	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106197	13414	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106198	5719	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106199	15785	38	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106204	15855	40	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106211	5917	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106212	2967	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106213	5699	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106214	6183	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106215	4737	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106225	16153	42	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106226	11544	24	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106277	2830	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106301	14942	23	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106317	3825	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106322	12110	19	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106323	1441	3	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106336	7231	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106341	30262	50	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106351	14839	31	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106354	15690	37	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106361	21365	43	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106363	5824	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106365	13035	24	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106367	25124	43	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106374	14788	28	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106375	10481	18	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106458	4929	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106476	2702	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106477	33615	54	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106501	3641	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106505	78374	139	28	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106539	11296	24	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106560	12798	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106566	7924	22	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106577	23167	62	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106604	4328	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106614	6641	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106621	7301	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106622	6354	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106630	22920	22	11	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106649	5361	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106663	3788	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106674	139806	154	39	5	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106690	18994	43	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106691	5980	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106721	14377	31	6	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106723	5405	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106772	22491	39	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106776	5120	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106777	48460	34	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106792	3192	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106813	2946	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106815	5672	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106818	6733	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106825	4502	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106837	3207	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106863	43217	87	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106864	9188	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106869	9037	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106882	36216	68	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106883	3771	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106918	4058	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106940	4875	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106941	4478	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106945	51555	104	21	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106967	4934	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106976	4551	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106977	61563	75	19	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_106978	9302	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_10698	10183	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107042	2926	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107044	4694	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107054	6975	11	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107055	3011	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107084	4337	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107104	10707	14	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107109	34685	56	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107110	2631	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107119	16754	33	12	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107138	9571	15	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107146	2857	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107156	17681	47	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107176	17038	22	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107177	52060	96	30	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107190	3254	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107193	16216	24	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107196	18209	31	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107198	3896	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107207	54060	100	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107217	7111	16	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107220	2504	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107245	11850	25	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107247	6836	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107262	7987	18	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107267	14833	33	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107326	12630	36	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107332	4155	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107335	15549	24	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107347	7152	17	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107388	10461	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107405	3938	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107416	6208	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107417	7051	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107515	14957	14	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107516	13337	16	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107529	15733	35	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107530	7453	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107548	4013	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107565	8581	19	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107646	4937	11	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107653	4995	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107656	10963	30	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107677	8452	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107678	8710	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107693	9272	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107714	7219	22	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107725	9988	23	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107727	3360	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107753	5680	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107763	22286	38	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107770	2781	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107782	11260	22	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107831	6242	14	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107833	4221	8	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107838	2517	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107883	14428	23	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107884	17852	42	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107903	4133	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107915	10441	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107917	4625	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107929	3767	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107944	5104	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107964	5569	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_107985	9657	25	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108015	52374	99	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108044	10428	20	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108111	7225	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108128	4407	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108130	3351	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108139	9987	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108151	16976	34	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108181	2849	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108200	4916	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108212	2953	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108223	5665	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108232	10332	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108254	6693	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108272	5843	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108304	5784	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108318	8467	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108321	8001	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108322	15132	26	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108335	28110	45	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108346	26464	49	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108361	13059	24	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108376	11878	21	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108377	81850	116	21	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108387	11314	18	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108407	16426	33	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108418	38266	41	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108423	8590	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108430	19185	31	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108440	9545	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108441	14435	24	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108455	9506	22	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108467	13372	23	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108487	38019	74	23	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108525	4990	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108557	12058	9	3	2	Yes	2456	9602	viral,host	2456,9602	1-2456,2457-12058	1-3,4-9	2,1	0,2
contig_108571	71374	89	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108573	8215	24	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108575	3994	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108576	27671	20	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108577	23918	58	10	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108599	4689	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108608	11309	14	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108612	10457	28	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108626	35999	92	9	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108648	24040	49	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108665	22168	37	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108687	36092	47	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108700	40299	48	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108706	41397	60	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108715	11611	24	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108730	3108	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108744	2823	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108757	146958	194	15	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108764	10888	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108765	14732	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108769	16773	28	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108770	18368	25	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108796	28264	59	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108839	17080	36	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108846	3375	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108847	7434	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108898	10032	23	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108901	5025	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108934	16677	21	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108935	12910	25	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_108945	6405	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109026	19085	32	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109151	22164	44	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109209	5109	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109220	16890	22	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109280	11345	22	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109328	51053	70	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109331	4627	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109332	5102	3	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109333	123283	199	111	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109357	41679	41	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109386	21754	51	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109403	23448	27	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109491	1477	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109496	62685	57	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109514	65919	104	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109516	24019	28	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109563	2717	2	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109566	658241	648	142	17	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109610	6092	18	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109734	98934	97	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109736	19912	26	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_10974	4582	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109752	7657	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109756	38892	75	26	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109759	3260	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109760	4120	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109791	41053	60	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109866	26209	37	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109894	7383	15	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109895	12354	16	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109896	10975	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109901	5523	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109915	33261	73	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109923	43694	72	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109924	42276	101	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109938	13205	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109940	10225	16	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109941	9670	23	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109954	64051	75	17	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_109994	26177	45	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110028	24995	51	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110078	21223	41	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110170	15532	24	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110171	16916	26	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110211	4763	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110214	9419	24	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110215	24639	48	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110278	4693	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110302	7633	15	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110307	2779	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110330	2907	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110337	68722	115	27	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110338	19159	36	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110370	21847	37	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110414	13509	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110437	18778	44	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110475	22252	39	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110484	23418	38	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110523	13362	25	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110541	48696	109	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110575	41395	79	12	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110584	30425	50	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110602	4242	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110604	74532	125	38	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110620	67300	85	21	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110624	4050	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110649	10277	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110671	14417	16	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110685	22737	46	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110686	22849	43	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110687	6995	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_110688	4895	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
