contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
contig_103192	12945	No	NA	14	1	0	Low-quality	Genome-fragment	18.47	HMM-based (lower-bound)	0.0	1.0	
contig_103203	6639	No	NA	11	1	0	Low-quality	Genome-fragment	10.73	AAI-based (medium-confidence)	0.0	1.0	
contig_103213	2604	No	NA	3	1	0	Low-quality	Genome-fragment	0.48	HMM-based (lower-bound)	0.0	1.04	
contig_103214	13845	No	NA	15	4	1	Low-quality	Genome-fragment	6.81	HMM-based (lower-bound)	0.0	1.05	
contig_103215	857	No	NA	2	1	0	Low-quality	Genome-fragment	0.07	HMM-based (lower-bound)	0.0	1.0	
contig_103235	8324	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_103251	6218	No	NA	12	5	0	Low-quality	Genome-fragment	17.01	AAI-based (high-confidence)	0.0	1.0	
contig_103264	8857	No	NA	7	0	0	Low-quality	Genome-fragment	7.74	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_103316	4757	No	NA	11	1	0	Low-quality	Genome-fragment	0.37	HMM-based (lower-bound)	0.0	1.0	
contig_103358	3338	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_103371	4917	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_103373	7571	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_103384	16049	No	NA	32	9	0	Low-quality	Genome-fragment	7.44	HMM-based (lower-bound)	0.0	1.0	
contig_103440	66455	No	NA	150	42	2	Low-quality	Genome-fragment	33.98	HMM-based (lower-bound)	0.0	1.0	
contig_103465	3709	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.57	no viral genes detected; high kmer_freq may indicate large duplication
contig_103499	7273	No	NA	27	2	0	Low-quality	Genome-fragment	13.44	AAI-based (high-confidence)	0.0	1.0	
contig_103500	15590	No	NA	23	3	0	Low-quality	Genome-fragment	28.81	AAI-based (medium-confidence)	0.0	1.0	
contig_103501	6074	No	NA	10	6	0	Low-quality	Genome-fragment	11.32	AAI-based (high-confidence)	0.0	1.0	
contig_103548	18337	No	NA	36	5	0	Low-quality	Genome-fragment	49.28	AAI-based (high-confidence)	0.0	1.0	
contig_10359	3294	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_103626	24133	No	NA	31	4	0	Low-quality	Genome-fragment	42.86	AAI-based (medium-confidence)	0.0	1.0	
contig_103659	8537	No	NA	17	6	0	Low-quality	Genome-fragment	14.71	AAI-based (high-confidence)	0.0	1.0	
contig_103716	7898	No	NA	10	2	0	Low-quality	Genome-fragment	15.57	AAI-based (high-confidence)	0.0	1.02	
contig_103746	34819	No	NA	53	25	0	Medium-quality	Genome-fragment	65.17	AAI-based (high-confidence)	0.0	1.0	
contig_103771	60001	No	NA	108	38	1	High-quality	High-quality	92.86	AAI-based (high-confidence)	0.0	1.0	
contig_103787	6061	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_103788	9914	No	NA	22	11	0	Low-quality	Genome-fragment	4.32	HMM-based (lower-bound)	0.0	1.0	
contig_103789	3614	No	NA	6	1	0	Low-quality	Genome-fragment	1.61	HMM-based (lower-bound)	0.0	1.0	
contig_103821	3603	No	NA	9	1	0	Low-quality	Genome-fragment	5.74	AAI-based (high-confidence)	0.0	1.0	
contig_103826	3309	No	NA	8	0	0	Low-quality	Genome-fragment	3.22	AAI-based (high-confidence)	0.0	1.01	no viral genes detected
contig_103842	3880	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_103861	31227	No	NA	80	6	0	Low-quality	Genome-fragment	34.22	HMM-based (lower-bound)	0.0	1.0	
contig_103862	20673	No	NA	45	5	0	Low-quality	Genome-fragment	31.88	HMM-based (lower-bound)	0.0	1.01	
contig_103863	3234	No	NA	7	0	0	Low-quality	Genome-fragment	7.86	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_103864	5181	No	NA	15	1	0	Low-quality	Genome-fragment	4.12	HMM-based (lower-bound)	0.0	1.0	
contig_103865	7826	No	NA	19	2	0	Low-quality	Genome-fragment	6.49	HMM-based (lower-bound)	0.0	1.0	
contig_103866	18882	No	NA	44	4	0	Low-quality	Genome-fragment	17.26	HMM-based (lower-bound)	0.0	1.0	
contig_103867	3743	No	NA	8	2	0	Low-quality	Genome-fragment	3.94	HMM-based (lower-bound)	0.0	1.01	
contig_103868	13655	No	NA	33	1	0	Low-quality	Genome-fragment	14.63	HMM-based (lower-bound)	0.0	1.0	
contig_103869	9356	No	NA	16	4	0	Low-quality	Genome-fragment	15.59	AAI-based (high-confidence)	0.0	1.0	
contig_103877	14334	No	NA	22	1	0	Low-quality	Genome-fragment	8.0	HMM-based (lower-bound)	0.0	1.0	
contig_103889	14397	No	NA	22	10	0	Low-quality	Genome-fragment	8.07	AAI-based (high-confidence)	0.0	1.0	
contig_103930	24704	No	NA	40	17	1	Low-quality	Genome-fragment	38.68	AAI-based (high-confidence)	0.0	1.0	
contig_103938	11659	No	NA	19	4	0	Low-quality	Genome-fragment	4.28	HMM-based (lower-bound)	0.0	1.0	
contig_103950	12083	No	NA	15	3	0	Low-quality	Genome-fragment	21.14	AAI-based (medium-confidence)	0.0	1.0	
contig_103951	56648	No	NA	85	28	0	High-quality	High-quality	97.91	AAI-based (high-confidence)	0.0	1.0	
contig_103974	77641	No	NA	130	10	2	Medium-quality	Genome-fragment	89.27	AAI-based (high-confidence)	0.0	1.0	
contig_103977	6774	No	NA	21	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_103989	3066	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_104025	58885	No	NA	87	3	2	Low-quality	Genome-fragment	42.5	AAI-based (medium-confidence)	0.0	1.0	
contig_104030	3108	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	3.51	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_104047	5599	No	NA	8	4	0	Low-quality	Genome-fragment	2.44	HMM-based (lower-bound)	0.0	1.0	
contig_104065	5371	No	NA	16	7	0	Low-quality	Genome-fragment	8.9	AAI-based (high-confidence)	0.0	1.0	
contig_104068	9311	No	NA	10	1	0	Low-quality	Genome-fragment	6.83	HMM-based (lower-bound)	0.0	1.0	
contig_104074	3285	No	NA	4	3	0	Low-quality	Genome-fragment	4.53	HMM-based (lower-bound)	0.0	1.0	
contig_104098	7776	No	NA	19	3	0	Low-quality	Genome-fragment	14.33	AAI-based (high-confidence)	0.0	1.0	
contig_104180	12266	No	NA	18	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_104195	8770	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_104207	19467	No	NA	25	10	0	Low-quality	Genome-fragment	30.37	AAI-based (high-confidence)	0.0	1.0	
contig_104208	8699	No	NA	19	2	0	Low-quality	Genome-fragment	13.66	AAI-based (high-confidence)	0.0	1.0	
contig_104226	4392	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.17	no viral genes detected
contig_104241	9782	No	NA	10	2	0	Low-quality	Genome-fragment	29.01	AAI-based (high-confidence)	0.0	1.0	
contig_104244	5770	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.1	no viral genes detected
contig_104260	74001	No	NA	132	52	1	Low-quality	Genome-fragment	40.71	AAI-based (medium-confidence)	0.0	1.0	
contig_104292	7939	No	NA	11	3	0	Low-quality	Genome-fragment	0.59	HMM-based (lower-bound)	0.0	1.0	
contig_104314	49454	No	NA	41	4	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.08	contig >1.5x longer than expected genome length
contig_104322	12572	No	NA	19	7	0	Low-quality	Genome-fragment	30.77	AAI-based (high-confidence)	0.0	1.0	
contig_104323	12174	No	NA	18	4	0	Low-quality	Genome-fragment	29.68	AAI-based (medium-confidence)	0.0	1.0	
contig_104363	13682	No	NA	10	2	0	Low-quality	Genome-fragment	7.14	AAI-based (medium-confidence)	0.0	1.0	
contig_104365	3303	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_104375	3527	No	NA	10	4	0	Low-quality	Genome-fragment	1.66	HMM-based (lower-bound)	0.0	1.0	
contig_104417	3249	No	NA	8	2	0	Low-quality	Genome-fragment	1.78	HMM-based (lower-bound)	0.0	1.0	
contig_104418	3932	No	NA	6	2	0	Low-quality	Genome-fragment	5.58	HMM-based (lower-bound)	0.0	1.0	
contig_104423	6555	No	NA	7	1	0	Low-quality	Genome-fragment	15.99	AAI-based (high-confidence)	0.0	1.0	
contig_104466	21062	No	NA	42	4	0	Low-quality	Genome-fragment	9.26	HMM-based (lower-bound)	0.0	1.0	
contig_104474	17510	No	NA	35	6	0	Low-quality	Genome-fragment	29.1	HMM-based (lower-bound)	0.0	1.01	
contig_104483	4251	No	NA	11	10	0	Low-quality	Genome-fragment	3.81	HMM-based (lower-bound)	0.0	1.0	
contig_104491	146666	No	NA	309	87	4	Medium-quality	Genome-fragment	88.63	AAI-based (high-confidence)	0.0	1.0	
contig_104492	6545	No	NA	12	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_104522	3239	No	NA	3	1	0	Low-quality	Genome-fragment	1.94	HMM-based (lower-bound)	0.0	1.0	
contig_104530	9508	Yes	5394	20	3	2	Low-quality	Genome-fragment	3.65	AAI-based (medium-confidence)	43.27	1.0	
contig_104537	121519	No	NA	179	36	2	Low-quality	Genome-fragment	16.01	AAI-based (medium-confidence)	0.0	1.05	
contig_104546	10093	No	NA	17	3	0	Low-quality	Genome-fragment	10.72	HMM-based (lower-bound)	0.0	1.0	
contig_104548	5766	No	NA	12	1	0	Low-quality	Genome-fragment	8.21	HMM-based (lower-bound)	0.0	1.0	
contig_104605	11986	No	NA	20	8	0	Low-quality	Genome-fragment	37.23	AAI-based (medium-confidence)	0.0	1.0	
contig_104618	14776	No	NA	32	3	0	Low-quality	Genome-fragment	19.14	AAI-based (medium-confidence)	0.0	1.0	
contig_104632	7725	No	NA	20	11	0	Low-quality	Genome-fragment	21.13	AAI-based (medium-confidence)	0.0	1.0	
contig_104676	2657	No	NA	4	2	0	Low-quality	Genome-fragment	1.44	AAI-based (high-confidence)	0.0	1.0	
contig_104688	2852	No	NA	8	0	0	Low-quality	Genome-fragment	2.55	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_104752	25530	No	NA	19	6	0	Low-quality	Genome-fragment	12.42	AAI-based (medium-confidence)	0.0	1.01	
contig_104755	11544	No	NA	25	2	0	Low-quality	Genome-fragment	19.32	AAI-based (medium-confidence)	0.0	1.0	
contig_104758	35420	No	NA	45	12	0	Medium-quality	Genome-fragment	59.55	AAI-based (medium-confidence)	0.0	1.0	
contig_104761	5956	No	NA	9	5	0	Low-quality	Genome-fragment	0.98	HMM-based (lower-bound)	0.0	1.0	
contig_104782	2031	No	NA	3	2	0	Low-quality	Genome-fragment	4.81	AAI-based (high-confidence)	0.0	1.0	
contig_104815	66935	No	NA	137	2	11	Low-quality	Genome-fragment	36.93	AAI-based (medium-confidence)	0.0	1.1	
contig_104818	9463	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_104879	2569	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_104886	7433	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_104896	11567	No	NA	20	5	0	Low-quality	Genome-fragment	4.91	HMM-based (lower-bound)	0.0	1.0	
contig_104898	3290	No	NA	6	0	0	Low-quality	Genome-fragment	8.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_104918	11746	No	NA	15	4	0	Low-quality	Genome-fragment	11.53	HMM-based (lower-bound)	0.0	1.0	
contig_104919	2867	No	NA	5	0	0	Low-quality	Genome-fragment	2.83	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_104931	10293	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.18	no viral genes detected
contig_104940	3857	No	NA	10	3	0	Low-quality	Genome-fragment	9.52	AAI-based (high-confidence)	0.0	1.0	
contig_104983	6687	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_105015	7730	No	NA	18	1	0	Low-quality	Genome-fragment	12.74	AAI-based (medium-confidence)	0.0	1.0	
contig_105030	48079	No	NA	63	15	0	Medium-quality	Genome-fragment	78.88	AAI-based (high-confidence)	0.0	1.0	
contig_105033	6673	No	NA	16	5	0	Low-quality	Genome-fragment	10.35	AAI-based (high-confidence)	0.0	1.0	
contig_105038	3683	No	NA	5	3	0	Low-quality	Genome-fragment	6.24	AAI-based (medium-confidence)	0.0	1.0	
contig_105039	3570	No	NA	6	0	0	Low-quality	Genome-fragment	5.7	AAI-based (high-confidence)	0.0	1.03	no viral genes detected
contig_105057	14708	No	NA	20	2	0	Low-quality	Genome-fragment	24.35	AAI-based (high-confidence)	0.0	1.0	
contig_105058	13805	No	NA	33	4	0	Low-quality	Genome-fragment	22.5	AAI-based (high-confidence)	0.0	1.0	
contig_105059	9925	No	NA	21	2	0	Low-quality	Genome-fragment	16.83	AAI-based (high-confidence)	0.0	1.0	
contig_105094	5478	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_105120	16457	No	NA	26	4	0	Low-quality	Genome-fragment	6.67	HMM-based (lower-bound)	0.0	1.01	
contig_105121	4116	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_105122	8128	No	NA	12	2	0	Low-quality	Genome-fragment	1.02	HMM-based (lower-bound)	0.0	1.0	
contig_105123	8403	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_105124	3559	No	NA	4	1	0	Low-quality	Genome-fragment	0.9	HMM-based (lower-bound)	0.0	1.06	
contig_105127	13358	No	NA	23	5	0	Low-quality	Genome-fragment	25.28	AAI-based (medium-confidence)	0.0	1.0	
contig_105132	9591	No	NA	23	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_105142	12323	No	NA	21	8	0	Low-quality	Genome-fragment	9.33	AAI-based (medium-confidence)	0.0	1.0	
contig_105151	11691	No	NA	20	1	0	Low-quality	Genome-fragment	5.21	HMM-based (lower-bound)	0.0	1.0	
contig_105154	5277	No	NA	10	5	0	Low-quality	Genome-fragment	4.84	HMM-based (lower-bound)	0.0	1.0	
contig_105193	3521	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_105207	23817	No	NA	36	17	0	Low-quality	Genome-fragment	41.64	AAI-based (high-confidence)	0.0	1.0	
contig_105208	8085	No	NA	15	4	0	Low-quality	Genome-fragment	9.82	HMM-based (lower-bound)	0.0	1.01	
contig_105239	3786	No	NA	7	2	0	Low-quality	Genome-fragment	6.21	AAI-based (medium-confidence)	0.0	1.0	
contig_105273	3496	No	NA	12	1	0	Low-quality	Genome-fragment	4.18	AAI-based (medium-confidence)	0.0	1.0	
contig_105274	4182	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_105290	10825	No	NA	20	2	0	Low-quality	Genome-fragment	5.22	HMM-based (lower-bound)	0.0	1.0	
contig_105302	17364	No	NA	38	3	0	Low-quality	Genome-fragment	28.84	AAI-based (high-confidence)	0.0	1.0	
contig_105314	4045	No	NA	5	2	0	Low-quality	Genome-fragment	2.17	HMM-based (lower-bound)	0.0	1.04	
contig_105315	3712	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.12	no viral genes detected
contig_105320	7919	No	NA	8	1	0	Low-quality	Genome-fragment	4.74	HMM-based (lower-bound)	0.0	1.0	
contig_105333	15142	No	NA	19	2	0	Low-quality	Genome-fragment	5.06	HMM-based (lower-bound)	0.0	1.0	
contig_105338	18976	No	NA	26	1	0	Low-quality	Genome-fragment	8.45	HMM-based (lower-bound)	0.0	1.0	
contig_105372	3537	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
contig_105378	17341	No	NA	11	3	0	Low-quality	Genome-fragment	25.08	AAI-based (medium-confidence)	0.0	1.25	
contig_105391	10766	No	NA	12	2	0	Low-quality	Genome-fragment	28.86	AAI-based (medium-confidence)	0.0	1.0	
contig_105395	17339	No	NA	20	6	0	Low-quality	Genome-fragment	9.06	AAI-based (medium-confidence)	0.0	1.32	
contig_10540	2777	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.46	no viral genes detected
contig_105410	5134	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
contig_105438	7450	No	NA	18	2	0	Low-quality	Genome-fragment	10.61	HMM-based (lower-bound)	0.0	1.0	
contig_105495	3457	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	15.55	no viral genes detected; high kmer_freq may indicate large duplication
contig_105527	2758	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	13.9	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_105539	7039	No	NA	19	5	0	Low-quality	Genome-fragment	10.19	AAI-based (medium-confidence)	0.0	1.0	
contig_105591	2669	No	NA	4	2	0	Low-quality	Genome-fragment	4.48	AAI-based (medium-confidence)	0.0	1.0	
contig_105618	31838	No	NA	65	18	0	Medium-quality	Genome-fragment	59.17	HMM-based (lower-bound)	0.0	1.0	
contig_105685	4014	No	NA	7	5	0	Low-quality	Genome-fragment	7.13	AAI-based (high-confidence)	0.0	1.0	
contig_105697	2519	No	NA	1	1	0	Low-quality	Genome-fragment	3.29	HMM-based (lower-bound)	0.0	2.98	high kmer_freq may indicate large duplication; low-confidence DTR
contig_105704	3836	No	NA	8	5	0	Low-quality	Genome-fragment	7.62	AAI-based (high-confidence)	0.0	1.0	
contig_105731	2531	No	NA	5	2	0	Low-quality	Genome-fragment	0.36	HMM-based (lower-bound)	0.0	1.0	
contig_105756	8104	No	NA	23	0	0	Low-quality	Genome-fragment	11.86	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_105757	3168	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_105760	11715	No	NA	15	3	0	Low-quality	Genome-fragment	6.19	HMM-based (lower-bound)	0.0	1.06	
contig_105769	5595	No	NA	9	3	0	Low-quality	Genome-fragment	12.45	AAI-based (high-confidence)	0.0	1.0	
contig_105778	4224	No	NA	8	3	0	Low-quality	Genome-fragment	7.67	AAI-based (medium-confidence)	0.0	1.0	
contig_105780	3366	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	2.73	no viral genes detected; high kmer_freq may indicate large duplication
contig_105788	35427	No	NA	79	7	0	Low-quality	Genome-fragment	27.85	HMM-based (lower-bound)	0.0	1.01	
contig_105815	46758	No	NA	87	6	1	High-quality	High-quality	92.88	AAI-based (medium-confidence)	0.0	1.0	
contig_105874	10976	No	NA	18	3	0	Low-quality	Genome-fragment	27.29	AAI-based (medium-confidence)	0.0	1.0	
contig_105904	7427	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_105921	10973	No	NA	22	5	0	Low-quality	Genome-fragment	17.93	AAI-based (high-confidence)	0.0	1.0	
contig_105949	6618	No	NA	8	3	0	Low-quality	Genome-fragment	9.7	HMM-based (lower-bound)	0.0	1.01	
contig_105970	16236	No	NA	18	2	0	Low-quality	Genome-fragment	1.64	HMM-based (lower-bound)	0.0	1.0	
contig_105975	4522	No	NA	8	3	0	Low-quality	Genome-fragment	6.04	AAI-based (medium-confidence)	0.0	1.0	
contig_105995	5446	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_106013	6747	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_106022	8406	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	2.2	no viral genes detected; high kmer_freq may indicate large duplication
contig_106058	16266	No	NA	35	4	0	Low-quality	Genome-fragment	7.26	HMM-based (lower-bound)	0.0	1.0	
contig_106080	3115	No	NA	6	2	0	Low-quality	Genome-fragment	5.15	AAI-based (medium-confidence)	0.0	1.0	
contig_106116	12975	No	NA	25	11	0	Low-quality	Genome-fragment	22.68	AAI-based (high-confidence)	0.0	1.0	
contig_106135	6663	No	NA	8	1	0	Low-quality	Genome-fragment	2.13	HMM-based (lower-bound)	0.0	1.0	
contig_106197	13414	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.05	no viral genes detected
contig_106198	5719	No	NA	11	5	0	Low-quality	Genome-fragment	2.61	HMM-based (lower-bound)	0.0	1.0	
contig_106199	15785	No	NA	38	5	1	Low-quality	Genome-fragment	9.66	AAI-based (medium-confidence)	0.0	1.0	
contig_106204	15855	No	NA	40	10	1	Low-quality	Genome-fragment	7.36	HMM-based (lower-bound)	0.0	1.0	
contig_106211	5917	No	NA	13	3	0	Low-quality	Genome-fragment	10.69	AAI-based (high-confidence)	0.0	1.0	
contig_106212	2967	No	NA	5	2	0	Low-quality	Genome-fragment	5.5	AAI-based (high-confidence)	0.0	1.0	
contig_106213	5699	No	NA	14	4	0	Low-quality	Genome-fragment	10.38	AAI-based (high-confidence)	0.0	1.0	
contig_106214	6183	No	NA	10	4	0	Low-quality	Genome-fragment	11.1	AAI-based (high-confidence)	0.0	1.0	
contig_106215	4737	No	NA	9	3	0	Low-quality	Genome-fragment	8.63	AAI-based (high-confidence)	0.0	1.0	
contig_106225	16153	No	NA	42	9	0	Low-quality	Genome-fragment	25.53	AAI-based (high-confidence)	0.0	1.0	
contig_106226	11544	No	NA	24	10	0	Low-quality	Genome-fragment	18.79	AAI-based (high-confidence)	0.0	1.0	
contig_106277	2830	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_106301	14942	No	NA	23	4	0	Low-quality	Genome-fragment	7.75	AAI-based (medium-confidence)	0.0	1.81	high kmer_freq may indicate large duplication
contig_106317	3825	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	7.01	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_106322	12110	No	NA	19	8	0	Low-quality	Genome-fragment	23.8	AAI-based (high-confidence)	0.0	1.0	
contig_106323	1441	No	NA	3	3	0	Low-quality	Genome-fragment	2.87	AAI-based (high-confidence)	0.0	1.0	
contig_106336	7231	No	NA	7	2	0	Low-quality	Genome-fragment	3.66	HMM-based (lower-bound)	0.0	1.0	
contig_106341	30262	No	NA	50	11	0	Medium-quality	Genome-fragment	64.34	AAI-based (medium-confidence)	0.0	1.0	
contig_106351	14839	No	NA	31	8	0	Low-quality	Genome-fragment	29.65	AAI-based (high-confidence)	0.0	1.0	
contig_106354	15690	No	NA	37	3	0	Low-quality	Genome-fragment	9.17	HMM-based (lower-bound)	0.0	1.0	
contig_106361	21365	No	NA	43	15	0	Low-quality	Genome-fragment	35.85	AAI-based (high-confidence)	0.0	1.0	
contig_106363	5824	No	NA	12	4	0	Low-quality	Genome-fragment	2.49	HMM-based (lower-bound)	0.0	1.0	
